,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
11,2022-01-16,45.026972265013775,-1.0574613668956845,75.78086339871705,45.026972265013775,45.026972265013775,-7.9931023393196465,-7.9931023393196465,-7.9931023393196465,-7.9931023393196465,-7.9931023393196465,-7.9931023393196465,0.0,0.0,0.0,37.03386992569413
12,2022-01-22,45.21180281900202,-1.1480223791232629,74.68235496846073,45.21180281900202,45.21180281900202,-6.292994690325648,-6.292994690325648,-6.292994690325648,-6.292994690325648,-6.292994690325648,-6.292994690325648,0.0,0.0,0.0,38.91880812867637
13,2022-01-27,45.36582828065888,9.001139688241345,87.85075360487102,45.36582828065888,45.36582828065888,2.2521705599785733,2.2521705599785733,2.2521705599785733,2.2521705599785733,2.2521705599785733,2.2521705599785733,0.0,0.0,0.0,47.617998840637455
14,2022-01-28,45.39663337299025,-1.771605601521649,71.57661078250796,45.39663337299025,45.39663337299025,-11.322762723425681,-11.322762723425681,-11.322762723425681,-11.322762723425681,-11.322762723425681,-11.322762723425681,0.0,0.0,0.0,34.07387064956457
15,2022-01-30,45.458243557653006,-0.9442850235676512,73.42423567743248,45.458243557653006,45.458243557653006,-7.993102339340822,-7.993102339340822,-7.993102339340822,-7.993102339340822,-7.993102339340822,-7.993102339340822,0.0,0.0,0.0,37.46514121831218
16,2022-01-31,45.489048649984376,18.82192347208349,91.69541212318194,45.489048649984376,45.489048649984376,9.237185694488808,9.237185694488808,9.237185694488808,9.237185694488808,9.237185694488808,9.237185694488808,0.0,0.0,0.0,54.726234344473184
17,2022-02-02,45.55065883464712,11.889431344968278,90.20025050888812,45.55065883464712,45.55065883464712,4.893647992163167,4.893647992163167,4.893647992163167,4.893647992163167,4.893647992163167,4.893647992163167,0.0,0.0,0.0,50.44430682681029
18,2022-02-03,45.5814639269785,9.313617679821967,83.47553458667562,45.5814639269785,45.5814639269785,2.252170560003435,2.252170560003435,2.252170560003435,2.252170560003435,2.252170560003435,2.252170560003435,0.0,0.0,0.0,47.833634486981936
19,2022-02-04,45.61226901930987,-5.489001856372596,72.73514383075094,45.61226901930987,45.61226901930987,-11.322762723407658,-11.322762723407658,-11.322762723407658,-11.322762723407658,-11.322762723407658,-11.322762723407658,0.0,0.0,0.0,34.289506295902214
20,2022-02-05,45.64307411164124,-1.3839193294883445,78.00675340930916,45.64307411164124,45.64307411164124,-6.292994690323975,-6.292994690323975,-6.292994690323975,-6.292994690323975,-6.292994690323975,-6.292994690323975,0.0,0.0,0.0,39.35007942131727
21,2022-02-06,45.67387920397261,0.19101226295392226,75.81787237201668,45.67387920397261,45.67387920397261,-7.993102339329768,-7.993102339329768,-7.993102339329768,-7.993102339329768,-7.993102339329768,-7.993102339329768,0.0,0.0,0.0,37.680776864642844
22,2022-02-07,45.70468429630399,17.86183039037036,95.51133936124863,45.70468429630399,45.70468429630399,9.237185694514219,9.237185694514219,9.237185694514219,9.237185694514219,9.237185694514219,9.237185694514219,0.0,0.0,0.0,54.941869990818205
23,2022-02-08,45.73548938865909,16.076868138725604,92.5153160412439,45.73548938865909,45.73548938865909,9.225855506378554,9.225855506378554,9.225855506378554,9.225855506378554,9.225855506378554,9.225855506378554,0.0,0.0,0.0,54.96134489503764
24,2022-02-09,45.766294481014185,14.369408123520966,90.44532573478132,45.766294481014185,45.766294481014185,4.893647992182408,4.893647992182408,4.893647992182408,4.893647992182408,4.893647992182408,4.893647992182408,0.0,0.0,0.0,50.659942473196594
25,2022-02-10,45.797099573369294,9.45615944005764,85.7794853612622,45.797099573369294,45.797099573369294,2.2521705600071864,2.2521705600071864,2.2521705600071864,2.2521705600071864,2.2521705600071864,2.2521705600071864,0.0,0.0,0.0,48.04927013337648
26,2022-02-11,45.82790466572439,-6.017908680646571,71.5981129120446,45.82790466572439,45.82790466572439,-11.322762723415345,-11.322762723415345,-11.322762723415345,-11.322762723415345,-11.322762723415345,-11.322762723415345,0.0,0.0,0.0,34.505141942309045
27,2022-02-12,45.85870975807949,-0.2962448461436569,78.50995140383671,45.85870975807949,45.85870975807949,-6.292994690322707,-6.292994690322707,-6.292994690322707,-6.292994690322707,-6.292994690322707,-6.292994690322707,0.0,0.0,0.0,39.565715067756784
28,2022-02-13,45.889514850434594,0.9531823529377316,75.72616362865851,45.889514850434594,45.889514850434594,-7.99310233933275,-7.99310233933275,-7.99310233933275,-7.99310233933275,-7.99310233933275,-7.99310233933275,0.0,0.0,0.0,37.89641251110184
29,2022-02-14,45.92031994278969,16.375157222157398,92.23005053368978,45.92031994278969,45.92031994278969,9.237185694514771,9.237185694514771,9.237185694514771,9.237185694514771,9.237185694514771,9.237185694514771,0.0,0.0,0.0,55.15750563730446
30,2022-02-15,45.95112503514479,16.812191186268723,93.51209439342446,45.95112503514479,45.95112503514479,9.22585550638988,9.22585550638988,9.22585550638988,9.22585550638988,9.22585550638988,9.22585550638988,0.0,0.0,0.0,55.176980541534675
31,2022-02-16,45.981930127499886,11.843704515455832,88.40530033585097,45.981930127499886,45.981930127499886,4.893647992140503,4.893647992140503,4.893647992140503,4.893647992140503,4.893647992140503,4.893647992140503,0.0,0.0,0.0,50.87557811964039
32,2022-02-17,46.01273521985499,9.790757121736899,88.09022185721476,46.01273521985499,46.01273521985499,2.2521705600320483,2.2521705600320483,2.2521705600320483,2.2521705600320483,2.2521705600320483,2.2521705600320483,0.0,0.0,0.0,48.26490577988704
33,2022-02-18,46.043540310065325,-5.745392062425489,70.43975891156097,46.043540310065325,46.043540310065325,-11.322762723409769,-11.322762723409769,-11.322762723409769,-11.322762723409769,-11.322762723409769,-11.322762723409769,0.0,0.0,0.0,34.72077758665556
34,2022-02-19,46.07434540027566,0.991137117995267,74.67571030468707,46.07434540027566,46.07434540027566,-6.292994690321873,-6.292994690321873,-6.292994690321873,-6.292994690321873,-6.292994690321873,-6.292994690321873,0.0,0.0,0.0,39.781350709953784
35,2022-02-20,46.105150490486,0.3577537503083563,77.04668520710858,46.105150490486,46.105150490486,-7.993102339335732,-7.993102339335732,-7.993102339335732,-7.993102339335732,-7.993102339335732,-7.993102339335732,0.0,0.0,0.0,38.11204815115026
36,2022-02-21,46.13595558069633,20.363123969997506,96.41639888270392,46.13595558069633,46.13595558069633,9.23718569454018,9.23718569454018,9.23718569454018,9.23718569454018,9.23718569454018,9.23718569454018,0.0,0.0,0.0,55.37314127523651
37,2022-02-22,46.16676067090667,17.00333534597555,91.71115865638278,46.16676067090667,46.16676067090667,9.225855506395925,9.225855506395925,9.225855506395925,9.225855506395925,9.225855506395925,9.225855506395925,0.0,0.0,0.0,55.39261617730259
38,2022-02-23,46.197565761117005,11.59663836196448,91.95313915427997,46.197565761117005,46.197565761117005,4.893647992159741,4.893647992159741,4.893647992159741,4.893647992159741,4.893647992159741,4.893647992159741,0.0,0.0,0.0,51.09121375327675
39,2022-02-24,46.22837085132734,11.44790461391576,87.46866202284043,46.22837085132734,46.22837085132734,2.2521705600082607,2.2521705600082607,2.2521705600082607,2.2521705600082607,2.2521705600082607,2.2521705600082607,0.0,0.0,0.0,48.4805414113356
40,2022-02-25,46.25917594153767,-1.2200403450469564,71.15840827615155,46.25917594153767,46.25917594153767,-11.322762723417458,-11.322762723417458,-11.322762723417458,-11.322762723417458,-11.322762723417458,-11.322762723417458,0.0,0.0,0.0,34.93641321812021
